Rule;N;GOAL;NO_GOAL;BTTSRate;CoveragePct;LiftVsBaseline
AvgBTTSL5>=0.8 AND AvgBTTSL5>=0.7;1619;1046;573;64.61;18.73;3.89
AvgBTTSL5>=0.8 AND MinBTTSL5>=0.5;1619;1046;573;64.61;18.73;3.89
AvgBTTSL5>=0.8 AND MinBTTSL5>=0.6;1619;1046;573;64.61;18.73;3.89
AvgBTTSL5>=0.8 AND AvgBTTSL5>=0.6;1619;1046;573;64.61;18.73;3.89
AvgBTTSL7>=0.6 AND MinGFL5>=1.0;3706;2394;1312;64.6;42.88;3.88
MinGAL7>=1.2 AND MinBTTSL8>=0.5;3421;2210;1211;64.6;39.58;3.88
AvgGAL5>=1.6 AND MinBTTSL8>=0.5;3364;2173;1191;64.6;38.92;3.88
MinGAL7>=1.4 AND AvgGAL5>=1.6;3124;2018;1106;64.6;36.14;3.88
MinGAL5>=1.4 AND AvgGAL7>=1.6;3085;1993;1092;64.6;35.69;3.88
AvgBTTSL5>=0.7 AND MinOverFull>=0.5;2787;1800;987;64.59;32.25;3.87
AvgBTTSL5>=0.7 AND MinGFL5>=1.2;2590;1673;917;64.59;29.97;3.87
MinGAL8>=1.2 AND MinBTTSL8>=0.4;3854;2489;1365;64.58;44.59;3.86
MinGAFull>=1.2 AND AvgGAL5>=1.6;3682;2378;1304;64.58;42.6;3.86
MinOverL5>=0.5 AND MinBTTSL7>=0.5;3114;2011;1103;64.58;36.03;3.86
MinOverL5>=0.6 AND MinBTTSL7>=0.5;3114;2011;1103;64.58;36.03;3.86
MinGAL5>=1.2 AND MinBTTSL5>=0.5;2990;1931;1059;64.58;34.59;3.86
MinGAL5>=1.2 AND MinBTTSL5>=0.6;2990;1931;1059;64.58;34.59;3.86
MinBTTSL8>=0.6 AND MinOverL8>=0.4;2843;1836;1007;64.58;32.89;3.86
MinBTTSL7>=0.6 AND MinGFL5>=1.0;1849;1194;655;64.58;21.39;3.86
MinBTTSL5>=0.7 AND MinBTTSL8>=0.6;1022;660;362;64.58;11.82;3.86
MinBTTSL5>=0.8 AND MinBTTSL8>=0.6;1022;660;362;64.58;11.82;3.86
MinGAL5>=1.2 AND MinBTTSL8>=0.5;3661;2364;1297;64.57;42.36;3.85
MinGFL8>=1.2 AND MinBTTSFull>=0.5;3376;2180;1196;64.57;39.06;3.85
MinBTTSL7>=0.8 AND MinBTTSFull>=0.6;398;257;141;64.57;4.6;3.85
AvgGAL8>=1.6 AND MinOverL8>=0.4;3775;2437;1338;64.56;43.68;3.84
MinGFL5>=1.4 AND MinGFL8>=1.2;3439;2220;1219;64.55;39.79;3.83
AvgGAL7>=1.6 AND MinOverFull>=0.5;3433;2216;1217;64.55;39.72;3.83
MinOverL7>=0.5 AND MinBTTSL5>=0.5;3041;1963;1078;64.55;35.18;3.83
MinOverL7>=0.5 AND MinBTTSL5>=0.6;3041;1963;1078;64.55;35.18;3.83
MinBTTSL7>=0.7 AND MinBTTSL5>=0.7;880;568;312;64.55;10.18;3.83
MinBTTSL7>=0.7 AND MinBTTSL5>=0.8;880;568;312;64.55;10.18;3.83
MinGFFull>=1.2 AND MinBTTSL8>=0.4;3912;2525;1387;64.54;45.26;3.83
MinOverL5>=0.5 AND MinGAL7>=1.0;3863;2493;1370;64.54;44.7;3.82
MinOverL5>=0.6 AND MinGAL7>=1.0;3863;2493;1370;64.54;44.7;3.82
AvgGAL8>=1.6 AND MinBTTSL8>=0.5;3235;2088;1147;64.54;37.43;3.82
MinGFFull>=1.2 AND MinBTTSL7>=0.5;3077;1986;1091;64.54;35.6;3.82
AvgGAL8>=1.6 AND MinBTTSL5>=0.5;2535;1636;899;64.54;29.33;3.82
AvgGAL8>=1.6 AND MinBTTSL5>=0.6;2535;1636;899;64.54;29.33;3.82
AvgBTTSFull>=0.6;4432;2860;1572;64.53;51.28;3.81
MinOverL8>=0.5 AND MinGAL5>=1.2;3877;2502;1375;64.53;44.86;3.81
AvgBTTSFull>=0.6 AND MinBTTSL7>=0.5;3471;2240;1231;64.53;40.16;3.82
MinGFL8>=1.4;3268;2109;1159;64.53;37.81;3.82
MinGFL8>=1.4 AND MinGFL8>=1.2;3268;2109;1159;64.53;37.81;3.82
AvgBTTSL5>=0.7 AND MinGAL7>=1.0;3011;1943;1068;64.53;34.84;3.81
MinBTTSL7>=0.8 AND MinGFL5>=1.6;265;171;94;64.53;3.07;3.81
MinOverL7>=0.5 AND MinGAL7>=1.0;4211;2717;1494;64.52;48.72;3.8
MinGFL5>=1.2 AND MinOverL8>=0.4;4160;2684;1476;64.52;48.13;3.8
AvgGAL8>=1.6 AND MinOverL8>=0.5;3574;2306;1268;64.52;41.35;3.8
MinGFL7>=1.2 AND MinBTTSL7>=0.6;1553;1002;551;64.52;17.97;3.8
MinGFFull>=1.4 AND MinGFL8>=1.2;3350;2161;1189;64.51;38.76;3.79
MinOverL5>=0.5 AND MinBTTSL5>=0.5;2992;1930;1062;64.51;34.62;3.79
MinOverL5>=0.5 AND MinBTTSL5>=0.6;2992;1930;1062;64.51;34.62;3.79
MinOverL5>=0.6 AND MinBTTSL5>=0.5;2992;1930;1062;64.51;34.62;3.79
MinOverL5>=0.6 AND MinBTTSL5>=0.6;2992;1930;1062;64.51;34.62;3.79
AvgGAL5>=1.6 AND MinBTTSL5>=0.5;2742;1769;973;64.51;31.73;3.8
AvgGAL5>=1.6 AND MinBTTSL5>=0.6;2742;1769;973;64.51;31.73;3.8
MinOverL7>=0.5 AND MinBTTSL7>=0.6;1730;1116;614;64.51;20.02;3.79
AvgGAFull>=1.6 AND MinOverL8>=0.4;3620;2335;1285;64.5;41.88;3.78
MinGFFull>=1.2 AND MinBTTSFull>=0.5;3558;2295;1263;64.5;41.17;3.78
MinBTTSL7>=0.5 AND AvgGAL7>=1.4;3515;2267;1248;64.5;40.67;3.78
AvgBTTSL5>=0.7 AND MinOverL8>=0.4;3025;1951;1074;64.5;35.0;3.78
MinBTTSFull>=0.6 AND MinBTTSL8>=0.6;2318;1495;823;64.5;26.82;3.78
AvgBTTSL7>=0.7 AND MinBTTSL8>=0.6;2220;1432;788;64.5;25.69;3.78
AvgBTTSFull>=0.6 AND MinBTTSL8>=0.5;3898;2514;1384;64.49;45.1;3.77
MinOverL7>=0.5 AND MinBTTSL8>=0.5;3892;2510;1382;64.49;45.03;3.77
MinGFL8>=1.2 AND MinBTTSL8>=0.5;3562;2297;1265;64.49;41.21;3.77
MinGAL7>=1.4 AND MinGAL5>=1.4;3039;1960;1079;64.49;35.16;3.78
MinBTTSL8>=0.6 AND MinGFL5>=1.0;2720;1754;966;64.49;31.47;3.77
AvgBTTSL7>=0.6 AND MinBTTSFull>=0.5;3742;2413;1329;64.48;43.3;3.76
MinOverL7>=0.5 AND MinOverL5>=0.5;4182;2696;1486;64.47;48.39;3.75
MinOverL7>=0.5 AND MinOverL5>=0.6;4182;2696;1486;64.47;48.39;3.75
AvgGAL5>=1.6 AND AvgBTTSL5>=0.6;3515;2266;1249;64.47;40.67;3.75
MinGFL5>=1.2 AND MinBTTSFull>=0.5;3456;2228;1228;64.47;39.99;3.75
AvgBTTSL7>=0.6 AND AvgBTTSL5>=0.7;3110;2005;1105;64.47;35.98;3.75
AvgGAFull>=1.6 AND MinOverL8>=0.5;3419;2204;1215;64.46;39.56;3.74
MinGFL5>=1.6;2634;1698;936;64.46;30.48;3.75
MinGFL5>=1.6 AND MinGFL5>=1.4;2634;1698;936;64.46;30.48;3.75
MinGFL5>=1.6 AND MinGFL5>=1.2;2634;1698;936;64.46;30.48;3.75
MinGFL5>=1.6 AND MinGFL5>=1.0;2634;1698;936;64.46;30.48;3.75
MinGAL5>=1.2 AND MinOverFull>=0.5;3724;2400;1324;64.45;43.09;3.73
MinBTTSL7>=0.6 AND AvgBTTSL5>=0.7;1811;1167;644;64.44;20.95;3.72
MinOverL7>=0.6 AND MinBTTSL7>=0.6;1285;828;457;64.44;14.87;3.72
DeltaOverL5>=0.3;45;29;16;64.44;0.52;3.72
AvgBTTSFull>=0.6 AND MinBTTSFull>=0.5;3992;2572;1420;64.43;46.19;3.71
AvgGAL5>=1.6 AND MinOverFull>=0.5;3579;2306;1273;64.43;41.41;3.71
MinGAL7>=1.4;3523;2270;1253;64.43;40.76;3.71
MinGAL7>=1.4 AND MinGAL8>=1.2;3523;2270;1253;64.43;40.76;3.71
MinGAL7>=1.4 AND MinGAL7>=1.2;3523;2270;1253;64.43;40.76;3.71
MinGAL7>=1.4 AND AvgGAL7>=1.4;3523;2270;1253;64.43;40.76;3.71
MinGAL7>=1.4 AND MinGAL7>=1.0;3523;2270;1253;64.43;40.76;3.71
MinGFFull>=1.2 AND MinBTTSL5>=0.5;2786;1795;991;64.43;32.23;3.71
MinGFFull>=1.2 AND MinBTTSL5>=0.6;2786;1795;991;64.43;32.23;3.71
AvgBTTSL7>=0.7 AND MinBTTSL5>=0.5;2342;1509;833;64.43;27.1;3.71
AvgBTTSL7>=0.7 AND MinBTTSL5>=0.6;2342;1509;833;64.43;27.1;3.71
MinGFL7>=1.4 AND MinGFL5>=1.2;3356;2162;1194;64.42;38.83;3.7
AvgBTTSL7>=0.6 AND MinBTTSL8>=0.6;2940;1894;1046;64.42;34.02;3.7
AvgBTTSL7>=0.6 AND AvgBTTSL8>=0.6;4217;2716;1501;64.41;48.79;3.69
MinOverL5>=0.5 AND AvgBTTSL5>=0.6;3685;2373;1312;64.4;42.64;3.68
MinOverL5>=0.6 AND AvgBTTSL5>=0.6;3685;2373;1312;64.4;42.64;3.68
MinOverL7>=0.5 AND MinBTTSL7>=0.5;3444;2218;1226;64.4;39.85;3.68
MinBTTSFull>=0.5 AND AvgGAL7>=1.4;3920;2524;1396;64.39;45.35;3.67
MinBTTSL7>=0.6 AND MinGFL8>=1.2;1589;1023;566;64.38;18.38;3.66
MinGFL5>=1.2 AND MinOverFull>=0.5;3738;2406;1332;64.37;43.25;3.65
MinGFL8>=1.2 AND MinOverFull>=0.5;3660;2356;1304;64.37;42.35;3.65
AvgBTTSL8>=0.6 AND AvgBTTSL5>=0.7;3107;2000;1107;64.37;35.95;3.65
AvgBTTSL5>=0.7 AND MinGFL5>=1.0;3009;1937;1072;64.37;34.81;3.65
MinGAL5>=1.4 AND AvgGAL7>=1.4;3555;2288;1267;64.36;41.13;3.64
MinBTTSL7>=0.5 AND AvgGAL8>=1.4;3507;2257;1250;64.36;40.58;3.64
MinGAL7>=1.4 AND AvgGAL8>=1.4;3490;2246;1244;64.36;40.38;3.64
MinBTTSL7>=0.6 AND MinOverFull>=0.5;1737;1118;619;64.36;20.1;3.64
MinOverL8>=0.4 AND MinGAL5>=1.2;4138;2663;1475;64.35;47.88;3.64
AvgGAFull>=1.6 AND MinBTTSL8>=0.4;3321;2137;1184;64.35;38.42;3.63
MinGAL5>=1.4 AND AvgGAL8>=1.4;3525;2268;1257;64.34;40.78;3.62
AvgGAFull>=1.6 AND MinOverFull>=0.5;3463;2228;1235;64.34;40.07;3.62
MinGAL5>=1.4 AND MinGAL8>=1.2;3424;2203;1221;64.34;39.62;3.62
MinGFL8>=1.2 AND MinBTTSL7>=0.5;3048;1961;1087;64.34;35.27;3.62
AvgBTTSFull>=0.6 AND MinBTTSL8>=0.4;4113;2646;1467;64.33;47.59;3.61
MinGFL8>=1.2 AND MinBTTSL8>=0.4;3835;2467;1368;64.33;44.37;3.61
AvgGAL7>=1.6 AND MinBTTSL8>=0.4;3431;2207;1224;64.33;39.7;3.61
MinOverL8>=0.5 AND MinGFL5>=1.0;4624;2974;1650;64.32;53.5;3.6
MinBTTSFull>=0.5 AND AvgGAL8>=1.4;3943;2536;1407;64.32;45.62;3.6
MinGFL5>=1.4;3683;2369;1314;64.32;42.61;3.6
MinGFL5>=1.4 AND MinGFL5>=1.2;3683;2369;1314;64.32;42.61;3.6
MinGFL5>=1.4 AND MinGFL5>=1.0;3683;2369;1314;64.32;42.61;3.6
MinGFL5>=1.0 AND MinGAL7>=1.0;4531;2914;1617;64.31;52.42;3.59
MinGAL5>=1.2 AND AvgBTTSL5>=0.6;3774;2427;1347;64.31;43.67;3.59
MinGFL7>=1.4 AND MinGFL5>=1.0;3466;2229;1237;64.31;40.1;3.59
MinBTTSL8>=0.6 AND AvgBTTSL5>=0.7;2365;1521;844;64.31;27.36;3.59
MinGAL7>=1.2 AND MinOverL8>=0.4;3910;2514;1396;64.3;45.24;3.58
AvgBTTSL7>=0.7 AND MinBTTSL7>=0.6;1857;1194;663;64.3;21.49;3.58
AvgBTTSL7>=0.6 AND AvgBTTSL5>=0.6;4229;2719;1510;64.29;48.93;3.57
MinBTTSFull>=0.5 AND AvgGAFull>=1.4;4004;2574;1430;64.29;46.33;3.57
MinGFFull>=1.2 AND MinOverFull>=0.5;3845;2472;1373;64.29;44.49;3.57
DeltaOverL5>=0.3 AND MinOverL5>=0.5;42;27;15;64.29;0.49;3.57
DeltaOverL5>=0.3 AND MinOverL5>=0.6;42;27;15;64.29;0.49;3.57
MinOverL8>=0.5 AND AvgGAL7>=1.4;4435;2851;1584;64.28;51.31;3.56
MinOverL5>=0.5 AND MinBTTSL8>=0.4;3813;2451;1362;64.28;44.12;3.56
MinOverL5>=0.6 AND MinBTTSL8>=0.4;3813;2451;1362;64.28;44.12;3.56
AvgGAL8>=1.6 AND MinOverFull>=0.5;3491;2244;1247;64.28;40.39;3.56
MinGAL5>=1.2 AND MinBTTSL8>=0.4;3958;2544;1414;64.27;45.79;3.56
AvgGAL5>=1.6 AND MinBTTSL8>=0.4;3636;2337;1299;64.27;42.07;3.55
MinGFFull>=1.4;3546;2279;1267;64.27;41.03;3.55
MinGFFull>=1.4 AND MinGFFull>=1.2;3546;2279;1267;64.27;41.03;3.55
MinGAL8>=1.2 AND AvgGAL5>=1.6;3721;2391;1330;64.26;43.05;3.54
MinGAL7>=1.2 AND MinBTTSL8>=0.4;3691;2372;1319;64.26;42.71;3.54
MinGAFull>=1.2 AND AvgGAL7>=1.6;3607;2318;1289;64.26;41.73;3.54
MinBTTSL5>=0.5 AND AvgGAL8>=1.4;3156;2028;1128;64.26;36.52;3.54
MinBTTSL5>=0.6 AND AvgGAL8>=1.4;3156;2028;1128;64.26;36.52;3.54
MinGAL7>=1.4 AND AvgGAL7>=1.6;3153;2026;1127;64.26;36.48;3.54
MinOverL5>=0.5 AND MinOverL8>=0.5;4372;2809;1563;64.25;50.58;3.53
MinOverL5>=0.6 AND MinOverL8>=0.5;4372;2809;1563;64.25;50.58;3.53
MinBTTSL5>=0.7 AND MinBTTSL7>=0.6;923;593;330;64.25;10.68;3.53
MinBTTSL5>=0.8 AND MinBTTSL7>=0.6;923;593;330;64.25;10.68;3.53
AvgBTTSL8>=0.6 AND MinGFL5>=1.0;3854;2476;1378;64.24;44.59;3.53
MinGFL8>=1.2 AND MinBTTSL5>=0.5;2760;1773;987;64.24;31.93;3.52
MinGFL8>=1.2 AND MinBTTSL5>=0.6;2760;1773;987;64.24;31.93;3.52
MinGAFull>=1.2 AND MinGAL7>=1.0;4657;2991;1666;64.23;53.88;3.51
MinGFL7>=1.2 AND MinGFL5>=1.2;4140;2659;1481;64.23;47.9;3.51
MinOverL8>=0.4 AND AvgGAL7>=1.4;4734;3040;1694;64.22;54.77;3.5
AvgBTTSFull>=0.6 AND MinBTTSL5>=0.5;3125;2007;1118;64.22;36.16;3.5
AvgBTTSFull>=0.6 AND MinBTTSL5>=0.6;3125;2007;1118;64.22;36.16;3.5
MinGAFull>=1.2 AND MinGAL8>=1.2;4356;2797;1559;64.21;50.4;3.49
MinGAL8>=1.2 AND AvgGAFull>=1.4;4319;2773;1546;64.2;49.97;3.49
AvgBTTSL5>=0.6 AND AvgGAL7>=1.4;4148;2663;1485;64.2;47.99;3.48
MinGAFull>=1.2 AND AvgGAL8>=1.6;3687;2367;1320;64.2;42.66;3.48
MinGAL8>=1.2 AND AvgGAL7>=1.6;3640;2337;1303;64.2;42.12;3.48
MinGFL7>=1.4;3522;2261;1261;64.2;40.75;3.48
MinGFL7>=1.4 AND MinGFL7>=1.2;3522;2261;1261;64.2;40.75;3.48
MinGFL7>=1.4 AND MinGFL8>=1.2;3522;2261;1261;64.2;40.75;3.48
MinBTTSL7>=0.5 AND AvgGAFull>=1.4;3472;2229;1243;64.2;40.17;3.48
MinBTTSL5>=0.5 AND AvgGAL7>=1.4;3156;2026;1130;64.2;36.52;3.48
MinBTTSL5>=0.6 AND AvgGAL7>=1.4;3156;2026;1130;64.2;36.52;3.48
MinBTTSL8>=0.6 AND MinBTTSFull>=0.5;3008;1931;1077;64.2;34.8;3.48
MinGFL7>=1.2 AND MinGFFull>=1.2;4150;2664;1486;64.19;48.02;3.47
MinBTTSL8>=0.5 AND AvgGAL8>=1.4;4097;2630;1467;64.19;47.4;3.47
AvgGAL8>=1.4 AND AvgBTTSL5>=0.6;4140;2657;1483;64.18;47.9;3.46
MinGAL8>=1.2 AND AvgGAL8>=1.6;3724;2390;1334;64.18;43.09;3.46
MinOverL8>=0.4 AND MinGFL5>=1.0;4982;3197;1785;64.17;57.64;3.45
MinGAFull>=1.2 AND AvgGAL8>=1.4;4412;2831;1581;64.17;51.05;3.45
MinOverL8>=0.5 AND AvgBTTSL5>=0.6;4287;2751;1536;64.17;49.6;3.45
MinBTTSL8>=0.5 AND AvgGAL7>=1.4;4080;2618;1462;64.17;47.21;3.45
MinGFL5>=1.2 AND MinBTTSL8>=0.5;3651;2343;1308;64.17;42.24;3.45
MinGAL7>=1.4 AND MinGAL5>=1.2;3337;2141;1196;64.16;38.61;3.44
MinOverL8>=0.5 AND AvgGAL8>=1.4;4455;2858;1597;64.15;51.54;3.43
MinGAFull>=1.2 AND AvgGAL7>=1.4;4371;2804;1567;64.15;50.57;3.43
AvgGAL8>=1.6 AND MinBTTSL8>=0.4;3487;2237;1250;64.15;40.34;3.43
AvgBTTSL8>=0.6 AND AvgBTTSL5>=0.6;4314;2767;1547;64.14;49.91;3.42
MinOverL7>=0.5 AND MinBTTSL8>=0.4;4162;2669;1493;64.13;48.15;3.41
MinGAFull>=1.2 AND MinGAL5>=1.2;4059;2603;1456;64.13;46.96;3.41
MinGFL5>=1.2 AND MinBTTSL8>=0.4;3939;2526;1413;64.13;45.57;3.41
MinGAL8>=1.2 AND AvgGAFull>=1.6;3521;2258;1263;64.13;40.74;3.41
MinGAL7>=1.2 AND AvgGAFull>=1.6;3418;2192;1226;64.13;39.55;3.41
MinOverL8>=0.4 AND AvgGAL8>=1.4;4755;3049;1706;64.12;55.02;3.4
MinGFL8>=1.8 AND MinBTTSL7>=0.8;170;109;61;64.12;1.97;3.4
MinOverL5>=0.5 AND MinOverL8>=0.4;4411;2828;1583;64.11;51.04;3.39
MinOverL5>=0.6 AND MinOverL8>=0.4;4411;2828;1583;64.11;51.04;3.39
AvgBTTSL7>=0.6;4397;2819;1578;64.11;50.87;3.39
MinGFL7>=1.2 AND MinGFL5>=1.0;4391;2815;1576;64.11;50.8;3.39
MinGAFull>=1.2 AND MinGAL7>=1.2;4146;2658;1488;64.11;47.97;3.39
AvgBTTSL7>=0.6 AND MinBTTSL8>=0.5;3979;2551;1428;64.11;46.04;3.39
MinBTTSL8>=0.6;3119;1999;1120;64.09;36.09;3.37
MinBTTSL8>=0.6 AND AvgBTTSL8>=0.6;3119;1999;1120;64.09;36.09;3.37
MinBTTSL8>=0.6 AND MinBTTSL8>=0.5;3119;1999;1120;64.09;36.09;3.37
MinBTTSL8>=0.6 AND MinBTTSL7>=0.5;3119;1999;1120;64.09;36.09;3.37
MinBTTSL8>=0.6 AND MinBTTSL8>=0.4;3119;1999;1120;64.09;36.09;3.37
MinOverL5>=0.5 AND MinOverFull>=0.5;4143;2655;1488;64.08;47.93;3.36
MinOverL5>=0.6 AND MinOverFull>=0.5;4143;2655;1488;64.08;47.93;3.36
AvgGAFull>=1.6 AND MinGAL5>=1.2;3424;2194;1230;64.08;39.62;3.36
MinBTTSL7>=0.6 AND MinGAL7>=1.0;1904;1220;684;64.08;22.03;3.36
AvgGAL8>=1.6 AND MinGAL7>=1.2;3601;2307;1294;64.07;41.66;3.35
MinBTTSL7>=0.6 AND MinOverL8>=0.5;1795;1150;645;64.07;20.77;3.35
MinOverFull>=0.5 AND AvgGAL7>=1.4;4318;2766;1552;64.06;49.96;3.34
AvgBTTSL8>=0.6 AND MinBTTSFull>=0.5;3934;2520;1414;64.06;45.52;3.34
MinBTTSL8>=0.5 AND AvgGAFull>=1.4;4063;2602;1461;64.04;47.01;3.32
MinGAL8>=1.2 AND AvgGAL8>=1.4;4445;2846;1599;64.03;51.43;3.31
AvgGAL8>=1.6 AND MinGAL5>=1.2;3609;2311;1298;64.03;41.76;3.31
AvgGAL7>=1.6 AND MinGAL7>=1.2;3603;2307;1296;64.03;41.69;3.31
MinGAL5>=1.4 AND MinGAL7>=1.2;3408;2182;1226;64.03;39.43;3.31
MinBTTSL7>=0.6 AND MinBTTSFull>=0.5;2014;1289;725;64.0;23.3;3.28
MinOverL7>=0.5 AND MinOverFull>=0.5;4660;2982;1678;63.99;53.92;3.27
MinGAFull>=1.2 AND AvgGAFull>=1.6;3674;2351;1323;63.99;42.51;3.27
AvgGAL7>=1.6 AND MinGAL5>=1.2;3599;2303;1296;63.99;41.64;3.27
AvgBTTSL7>=0.6 AND MinBTTSL8>=0.4;4195;2684;1511;63.98;48.54;3.26
AvgGAL5>=1.6 AND MinGAL5>=1.2;3934;2517;1417;63.98;45.52;3.26
MinBTTSL5>=0.5 AND AvgGAFull>=1.4;3118;1995;1123;63.98;36.08;3.26
MinBTTSL5>=0.6 AND AvgGAFull>=1.4;3118;1995;1123;63.98;36.08;3.26
MinOverL7>=0.5;4962;3174;1788;63.97;57.41;3.25
MinOverL7>=0.5 AND MinOverL8>=0.5;4962;3174;1788;63.97;57.41;3.25
MinOverL7>=0.5 AND MinOverL8>=0.4;4962;3174;1788;63.97;57.41;3.25
MinOverL8>=0.4 AND AvgBTTSL5>=0.6;4555;2914;1641;63.97;52.7;3.25
MinGAFull>=1.2 AND AvgGAFull>=1.4;4554;2913;1641;63.97;52.69;3.25
MinGFL8>=1.2 AND MinGFL5>=1.2;4191;2680;1511;63.95;48.49;3.23
MinGAL8>=1.2 AND AvgGAL7>=1.4;4401;2814;1587;63.94;50.92;3.22
MinGFL8>=1.2 AND MinGFFull>=1.2;4368;2793;1575;63.94;50.54;3.22
MinGAL7>=1.2 AND AvgGAL5>=1.6;3666;2344;1322;63.94;42.42;3.22
MinGFL5>=1.2 AND MinBTTSL7>=0.5;3150;2014;1136;63.94;36.45;3.22
AvgBTTSL5>=0.7 AND MinBTTSFull>=0.5;2984;1908;1076;63.94;34.53;3.22
MinOverL8>=0.5 AND AvgGAFull>=1.4;4419;2825;1594;63.93;51.13;3.21
AvgBTTSL5>=0.6 AND AvgGAFull>=1.4;4103;2623;1480;63.93;47.47;3.21
AvgBTTSL7>=0.6 AND MinBTTSL7>=0.5;3770;2410;1360;63.93;43.62;3.21
AvgBTTSL5>=0.7 AND MinBTTSL8>=0.4;3216;2056;1160;63.93;37.21;3.21
MinGFL7>=1.2 AND MinGFL8>=1.2;4354;2783;1571;63.92;50.38;3.2
AvgBTTSL8>=0.6 AND MinBTTSL7>=0.5;3817;2440;1377;63.92;44.16;3.2
MinGAL5>=1.4;3703;2367;1336;63.92;42.84;3.2
MinGAL5>=1.4 AND MinGAL5>=1.2;3703;2367;1336;63.92;42.84;3.2
MinGAL5>=1.4 AND MinGAL7>=1.0;3703;2367;1336;63.92;42.84;3.2
MinOverL8>=0.4 AND AvgGAFull>=1.4;4719;3016;1703;63.91;54.6;3.19
MinGFL7>=1.2;4519;2888;1631;63.91;52.29;3.19
MinOverL8>=0.5 AND MinBTTSFull>=0.5;4159;2658;1501;63.91;48.12;3.19
MinGFFull>=1.2 AND MinGFL5>=1.2;4115;2630;1485;63.91;47.61;3.19
AvgBTTSL5>=0.7 AND MinBTTSL8>=0.5;3134;2003;1131;63.91;36.26;3.19
AvgBTTSL8>=0.6;4621;2953;1668;63.9;53.47;3.18
MinBTTSL7>=0.6;2052;1311;741;63.89;23.74;3.17
AvgBTTSL7>=0.6 AND MinBTTSL7>=0.6;2052;1311;741;63.89;23.74;3.17
MinBTTSL8>=0.6 AND MinBTTSL7>=0.6;2052;1311;741;63.89;23.74;3.17
AvgBTTSL8>=0.6 AND MinBTTSL7>=0.6;2052;1311;741;63.89;23.74;3.17
MinBTTSL7>=0.6 AND MinBTTSL5>=0.5;2052;1311;741;63.89;23.74;3.17
MinBTTSL7>=0.6 AND MinBTTSL5>=0.6;2052;1311;741;63.89;23.74;3.17
MinBTTSL7>=0.6 AND MinBTTSL8>=0.5;2052;1311;741;63.89;23.74;3.17
MinBTTSL7>=0.6 AND MinBTTSL7>=0.5;2052;1311;741;63.89;23.74;3.17
MinBTTSL7>=0.6 AND AvgBTTSL5>=0.6;2052;1311;741;63.89;23.74;3.17
MinBTTSL7>=0.6 AND MinBTTSL8>=0.4;2052;1311;741;63.89;23.74;3.17
MinGAL7>=1.2 AND AvgGAFull>=1.4;4142;2646;1496;63.88;47.92;3.16
AvgBTTSL5>=0.6 AND MinOverFull>=0.5;4142;2646;1496;63.88;47.92;3.16
AvgBTTSL5>=0.7;3394;2168;1226;63.88;39.27;3.16
AvgBTTSL5>=0.7 AND AvgBTTSL5>=0.6;3394;2168;1226;63.88;39.27;3.16
MinBTTSL8>=0.6 AND AvgBTTSL5>=0.6;2976;1901;1075;63.88;34.43;3.16
MinBTTSL7>=0.6 AND MinOverL8>=0.4;1918;1225;693;63.87;22.19;3.15
MinOverFull>=0.5 AND MinGFL5>=1.0;4441;2836;1605;63.86;51.38;3.14
AvgGAL8>=1.4 AND MinOverFull>=0.5;4339;2771;1568;63.86;50.2;3.14
MinGAL5>=1.2 AND AvgGAFull>=1.4;4260;2720;1540;63.85;49.29;3.13
MinGAL8>=1.2 AND MinGAL7>=1.0;4688;2993;1695;63.84;54.24;3.12
MinOverL5>=0.5;4560;2911;1649;63.84;52.76;3.12
MinOverL5>=0.6;4560;2911;1649;63.84;52.76;3.12
MinOverL5>=0.5 AND MinOverL5>=0.6;4560;2911;1649;63.84;52.76;3.12
AvgBTTSL8>=0.6 AND MinBTTSL8>=0.5;4201;2682;1519;63.84;48.61;3.12
MinOverL8>=0.5 AND MinBTTSL5>=0.5;3346;2136;1210;63.84;38.71;3.12
MinOverL8>=0.5 AND MinBTTSL5>=0.6;3346;2136;1210;63.84;38.71;3.12
MinGFL5>=1.2 AND MinBTTSL5>=0.5;2958;1888;1070;63.83;34.22;3.11
MinGFL5>=1.2 AND MinBTTSL5>=0.6;2958;1888;1070;63.83;34.22;3.11
AvgBTTSL5>=0.7 AND MinBTTSL7>=0.5;2953;1885;1068;63.83;34.17;3.11
AvgGAL8>=1.4 AND MinBTTSL8>=0.4;4455;2842;1613;63.79;51.54;3.07
MinGFL5>=1.2 AND AvgBTTSL5>=0.6;3748;2391;1357;63.79;43.36;3.07
MinGAFull>=1.2;4859;3099;1760;63.78;56.22;3.06
MinGAL8>=1.2;4724;3013;1711;63.78;54.66;3.06
MinOverL8>=0.4 AND MinBTTSFull>=0.5;4335;2765;1570;63.78;50.16;3.06
AvgGAL7>=1.4 AND MinBTTSL8>=0.4;4438;2830;1608;63.77;51.35;3.05
MinOverL8>=0.5 AND MinBTTSL7>=0.5;3743;2387;1356;63.77;43.31;3.05
AvgGAL5>=1.6 AND AvgGAFull>=1.6;3682;2348;1334;63.77;42.6;3.05
MinBTTSFull>=0.5 AND MinGFL5>=1.0;4186;2669;1517;63.76;48.43;3.04
MinOverL8>=0.5 AND MinGAL7>=1.0;4738;3020;1718;63.74;54.82;3.02
